corpus,split,song_id,mix_path,midi_path,n_stems,duration_sec
slakh,train,Track00018,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00018/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00018/all_src.mid,16,296.75102040816324
slakh,train,Track00019,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00019/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00019/all_src.mid,14,231.723537414966
slakh,train,Track00020,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00020/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00020/all_src.mid,10,347.7536507936508
slakh,train,Track00021,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00021/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00021/all_src.mid,9,180.76734693877552
slakh,train,Track00022,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00022/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00022/all_src.mid,17,209.4556009070295
slakh,train,Track00023,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00023/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00023/all_src.mid,9,274.16961451247164
slakh,train,Track00024,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00024/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00024/all_src.mid,10,282.50557823129253
slakh,train,Track00025,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00025/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00025/all_src.mid,12,238.45732426303854
slakh,train,Track00026,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00026/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00026/all_src.mid,12,333.63591836734696
slakh,train,Track00027,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00027/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00027/all_src.mid,9,255.95356009070295
slakh,train,Track00028,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00028/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00028/all_src.mid,14,255.338231292517
slakh,train,Track00029,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00029/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00029/all_src.mid,11,121.26621315192743
slakh,train,Track00030,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00030/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00030/all_src.mid,7,159.6952380952381
slakh,train,Track00031,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00031/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00031/all_src.mid,9,187.00190476190477
slakh,train,Track00032,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00032/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00032/all_src.mid,8,222.05242630385487
slakh,train,Track00033,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00033/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00033/all_src.mid,10,239.11909297052154
slakh,train,Track00034,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00034/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00034/all_src.mid,9,203.55773242630386
slakh,train,Track00035,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00035/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00035/all_src.mid,10,176.03047619047618
slakh,train,Track00036,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00036/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00036/all_src.mid,8,211.75437641723357
slakh,train,Track00037,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00037/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00037/all_src.mid,9,271.2322902494331
slakh,train,Track00038,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00038/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00038/all_src.mid,13,191.52979591836734
slakh,train,Track00039,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00039/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00039/all_src.mid,9,251.08897959183673
slakh,train,Track00040,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00040/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00040/all_src.mid,11,299.212335600907
slakh,train,Track00041,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00041/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00041/all_src.mid,9,282.49396825396826
slakh,train,Track00042,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00042/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00042/all_src.mid,12,262.3042176870748
slakh,train,Track00043,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00043/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00043/all_src.mid,11,301.49950113378685
slakh,train,Track00044,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00044/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00044/all_src.mid,14,270.5008616780045
slakh,train,Track00045,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00045/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00045/all_src.mid,9,237.35437641723357
slakh,train,Track00046,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00046/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00046/all_src.mid,8,228.06639455782312
slakh,train,Track00047,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00047/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00047/all_src.mid,8,223.2714739229025
slakh,train,Track00048,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00048/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00048/all_src.mid,16,215.27219954648527
slakh,train,Track00050,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00050/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00050/all_src.mid,11,260.96907029478456
slakh,train,Track00051,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00051/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00051/all_src.mid,8,231.88607709750568
slakh,train,Track00052,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00052/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00052/all_src.mid,8,174.8578684807256
slakh,train,Track00053,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00053/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00053/all_src.mid,9,217.76834467120182
slakh,train,Track00054,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00054/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00054/all_src.mid,15,251.1934693877551
slakh,train,Track00055,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00055/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00055/all_src.mid,10,225.00136054421768
slakh,train,Track00056,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00056/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00056/all_src.mid,13,296.00798185941045
slakh,train,Track00057,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00057/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00057/all_src.mid,14,241.2669387755102
slakh,train,Track00058,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00058/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00058/all_src.mid,11,248.77859410430838
slakh,train,Track00059,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00059/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00059/all_src.mid,14,295.96154195011337
slakh,train,Track00060,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00060/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00060/all_src.mid,8,244.06494331065758
slakh,train,Track00061,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00061/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00061/all_src.mid,9,260.1679818594104
slakh,train,Track00062,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00062/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00062/all_src.mid,12,276.83990929705215
slakh,train,Track00063,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00063/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00063/all_src.mid,12,176.32072562358277
slakh,train,Track00064,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00064/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00064/all_src.mid,11,286.3833106575964
slakh,train,Track00065,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00065/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00065/all_src.mid,10,257.7298866213152
slakh,train,Track00066,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00066/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00066/all_src.mid,11,271.3251700680272
slakh,train,Track00067,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00067/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00067/all_src.mid,8,253.0742857142857
slakh,train,Track00068,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00068/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00068/all_src.mid,10,301.00027210884355
slakh,train,Track00069,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00069/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00069/all_src.mid,9,203.55773242630386
slakh,train,Track00070,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00070/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00070/all_src.mid,13,248.00072562358275
slakh,train,Track00071,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00071/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00071/all_src.mid,16,422.88181405895693
slakh,train,Track00072,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00072/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00072/all_src.mid,9,296.518820861678
slakh,train,Track00073,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00073/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00073/all_src.mid,10,339.18548752834465
slakh,train,Track00074,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00074/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00074/all_src.mid,16,223.34113378684808
slakh,train,Track00075,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00075/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00075/all_src.mid,9,293.9530158730159
slakh,train,Track00076,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00076/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00076/all_src.mid,10,181.48716553287983
slakh,train,Track00078,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00078/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00078/all_src.mid,8,231.88607709750568
slakh,train,Track00079,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00079/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00079/all_src.mid,12,227.93868480725624
slakh,train,Track00080,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00080/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00080/all_src.mid,10,223.00444444444443
slakh,train,Track00081,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00081/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00081/all_src.mid,10,190.4152380952381
slakh,train,Track00082,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00082/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00082/all_src.mid,7,221.03074829931973
slakh,train,Track00083,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00083/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00083/all_src.mid,9,188.6273015873016
slakh,train,Track00084,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00084/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00084/all_src.mid,12,419.1550113378685
slakh,train,Track00085,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00085/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00085/all_src.mid,14,296.4956009070295
slakh,train,Track00086,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00086/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00086/all_src.mid,15,247.62920634920636
slakh,train,Track00087,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00087/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00087/all_src.mid,7,230.81795918367348
slakh,train,Track00088,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00088/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00088/all_src.mid,10,231.9673469387755
slakh,train,Track00089,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00089/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00089/all_src.mid,10,177.5049433106576
slakh,train,Track00090,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00090/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00090/all_src.mid,9,185.00498866213152
slakh,train,Track00091,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00091/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00091/all_src.mid,12,223.4572335600907
slakh,train,Track00092,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00092/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00092/all_src.mid,10,220.9146485260771
slakh,train,Track00093,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00093/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00093/all_src.mid,10,295.78739229024944
slakh,train,Track00094,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00094/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00094/all_src.mid,9,244.5990022675737
slakh,train,Track00095,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00095/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00095/all_src.mid,12,151.8120634920635
slakh,train,Track00096,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00096/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00096/all_src.mid,14,250.05569160997732
slakh,train,Track00097,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00097/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00097/all_src.mid,13,190.83319727891157
slakh,train,Track00098,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00098/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00098/all_src.mid,9,309.61487528344674
slakh,train,Track00099,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00099/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00099/all_src.mid,12,306.49179138321995
slakh,train,Track00100,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00100/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00100/all_src.mid,11,121.26621315192743
slakh,train,Track00101,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00101/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00101/all_src.mid,9,167.16045351473923
slakh,train,Track00102,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00102/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00102/all_src.mid,10,317.95083900226757
slakh,train,Track00103,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00103/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00103/all_src.mid,9,269.3863038548753
slakh,train,Track00104,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00104/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00104/all_src.mid,10,242.53242630385486
slakh,train,Track00105,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00105/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00105/all_src.mid,13,242.67174603174604
slakh,train,Track00106,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00106/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00106/all_src.mid,9,155.2253968253968
slakh,train,Track00107,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00107/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00107/all_src.mid,9,184.0413605442177
slakh,train,Track00108,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00108/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00108/all_src.mid,10,232.95419501133787
slakh,train,Track00109,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00109/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00109/all_src.mid,8,245.34204081632652
slakh,train,Track00110,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00110/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00110/all_src.mid,13,218.80163265306123
slakh,train,Track00111,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00111/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00111/all_src.mid,11,296.72780045351476
slakh,train,Track00112,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00112/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00112/all_src.mid,11,304.72707482993195
slakh,train,Track00113,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00113/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00113/all_src.mid,8,214.64526077097506
slakh,train,Track00114,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00114/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00114/all_src.mid,8,166.6380045351474
slakh,train,Track00115,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00115/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00115/all_src.mid,11,204.52136054421769
slakh,train,Track00116,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00116/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00116/all_src.mid,12,255.7445804988662
slakh,train,Track00117,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00117/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00117/all_src.mid,9,340.9385941043084
slakh,train,Track00118,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00118/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00118/all_src.mid,11,212.43936507936507
slakh,train,Track00119,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00119/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00119/all_src.mid,9,208.67773242630386
slakh,train,Track00120,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00120/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00120/all_src.mid,6,282.58684807256236
slakh,train,Track00121,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00121/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00121/all_src.mid,10,211.022947845805
slakh,train,Track00122,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00122/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00122/all_src.mid,10,218.6855328798186
slakh,train,Track00123,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00123/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00123/all_src.mid,8,268.887074829932
slakh,train,Track00124,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00124/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00124/all_src.mid,8,231.8744671201814
slakh,train,Track00125,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00125/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00125/all_src.mid,10,187.19927437641724
slakh,train,Track00126,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00126/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00126/all_src.mid,9,226.81251700680272
slakh,train,Track00127,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00127/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00127/all_src.mid,9,212.9037641723356
slakh,train,Track00128,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00128/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00128/all_src.mid,14,462.390566893424
slakh,train,Track00129,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00129/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00129/all_src.mid,12,291.8051700680272
slakh,train,Track00130,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00130/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00130/all_src.mid,9,197.40444444444444
slakh,train,Track00131,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00131/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00131/all_src.mid,12,214.16925170068026
slakh,train,Track00132,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00132/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00132/all_src.mid,9,277.1765986394558
slakh,train,Track00133,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00133/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00133/all_src.mid,8,230.26068027210886
slakh,train,Track00134,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00134/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00134/all_src.mid,14,186.57233560090702
slakh,train,Track00135,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00135/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00135/all_src.mid,14,293.19836734693877
slakh,train,Track00136,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00136/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00136/all_src.mid,16,279.2199546485261
slakh,train,Track00137,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00137/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00137/all_src.mid,14,370.3118367346939
slakh,train,Track00138,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00138/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00138/all_src.mid,9,228.49596371882086
